EQPTNAME,KW,STATR_VOL,STATR_CUR,ROTOR_VOL,ROTOR_CUR,SPEED,MAKE,MNTNG,DE,NDE,FRAME,AREA,LOCATION,COUPLING,REMARKS
INVERTING PUMP MOTOR-1,0.18,415,0.63,0,0,1370,ROHNGETRIBE,FLAN,NO DATA,NO DATA,RED18/47,BF2,NO DATA,NO DATA,NO DATA
INVERTING PUMP MOTOR-2,0.18,415,0.63,0,0,1370,ROHNGETRIBE,FLAN,NO DATA,NO DATA,RED 18/47,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,1.1,415,2.9,0,0,920,USSR,FLAN,6-180502K369,6-180502K369,ANP806T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.11,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
SF-1 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-2 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-3 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-4 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-5 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-6 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-7 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-8 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-9 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-10 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,RAM71B-6T1,BF2,NO DATA,NO DATA,NO DATA
SF-11 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-12 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-13 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-14 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-15 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-16 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-17 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-18 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
2F-19 SLUICE FEEDER,0.55,415,1.65,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-20 SLUICE FEEDER,0.55,415,2.8,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-21 SLUICE FEEDER,0.55,415,2.8,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-22 SLUICE FEEDER,0.55,415,2.8,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-23 SLUICE FEEDER,0.55,415,2.8,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SF-24 SLUICE FEEDER,0.55,415,2.8,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.55,415,2.8,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AM71B6T1,BF2,NO DATA,NO DATA,NO DATA
SLUICE FEEDER,0.55,415,2.8,0,0,920,USSR,FLAN,6-180604C9W1,6-180604C9W1,4AA71B6T1,BF2,NO DATA,NO DATA,NO DATA
BLOWER MOTOR,160,415,277,0,0,2940,USSR,FOOT,2317,70317,A3315S-2T3,BF2,NO DATA,NO DATA,NO DATA
BLOWER MOTOR,160,415,268,0,0,2965,USSR,FOOT,2317,70317,A03-315M-2T3,BF2,NO DATA,NO DATA,NO DATA
M-31 DREDGE PUMP MOTOR,630,6600,73,0,0,590,USSR,FOOT,32336,3636,AH2-15-57-10-04,BF2,NO DATA,NO DATA,NO DATA
M-32 DREDGE PUMP MOTOR,630,6600,73,0,0,590,USSR,FOOT,32336,3636,AM2-15-57-10-04,BF2,NO DATA,NO DATA,NO DATA
DEHYDRATOR MOTOR 401,51,220,260,0,0,540,USSR,FOOT,NJ320,NJ320,D810-T2,BF2,NO DATA,NO DATA,NO DATA
SLAG LEVEL GAUGE 402,3.5,220,19.6,0,0,1000,USSR,FOOT,309,309,P-52T4,BF2,NO DATA,NO DATA,NO DATA
GRANULATOR MOTOR 403,2.8,415,8.1,0,0,545,USSR,FOOT,2311,311,AP64-10T2,BF2,NO DATA,NO DATA,NO DATA
VIBRATOR 406,0.74,415,1.35,0,0,2950,ELECTROMAG,FOOT,NO DATA,NO DATA,U6Y,BF2,NO DATA,NO DATA,NO DATA
DEHYDRATOR MOTOR 411,51,220,260,0,0,540,USSR,FOOT,NJ320,NJ320,D810-T2,BF2,NO DATA,NO DATA,NO DATA
SLAG LEVEL GAUGE 412,3.5,220,19.6,0,0,1000,USSR,FOOT,309,309,P-52T4,BF2,NO DATA,NO DATA,NO DATA
GRANULATOR MOTOR 413,2.8,415,8.1,0,0,545,USSR,FOOT,2311,311,AP64-10T2,BF2,NO DATA,NO DATA,NO DATA
VIBRATOR 416,0.74,415,1.35,0,0,2800,ELECTROMAG,FOOT,NO DATA,NO DATA,U6Y,BF2,NO DATA,NO DATA,NO DATA
LIME STIRRER 422,5.5,415,12,0,0,955,NGEF,FOOT,6308,6308,AMW132MZ6,BF2,NO DATA,NO DATA,NO DATA
LIME STIRRER 423,5.5,415,12,0,0,955,NGEF,FOOT,6308,6308,AMW132MZ6,BF2,NO DATA,NO DATA,NO DATA
CENTRIFUGAL PUMP 426,3.7,415,8,0,0,2950,KIRLOSKAR,FLAN,6306,6206,BKH112,BF2,NO DATA,NO DATA,NO DATA
CENTRIFUGAL PUMP 427,3.7,415,8,0,0,2950,KIRLOSKAR,FLAN,6306,6206,BKH112,BF2,NO DATA,NO DATA,NO DATA
MECH NO. 428,0.05,415,1,0,0,12,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
MECH NO. 429,0.05,415,1,0,0,12,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
MECH NO. 430,0.18,415,0.73,0,0,24,BEACON ROTARK,FLAN,NO DATA,NO DATA,K60.80,BF2,NO DATA,NO DATA,NO DATA
AGITATION PUMP 432,37,415,65,0,0,1475,KIRLOSKAR,FOOT,6313,6313,LD225SMK11,BF2,NO DATA,NO DATA,NO DATA
DRAIN PUMP 433,5.5,415,11,0,0,1440,KIRLOSKAR,FOOT,6308,6208,KH132S,BF2,NO DATA,NO DATA,NO DATA
DRAIN PUMP 434,5.5,415,11,0,0,1440,KIRLOSKAR,FOOT,6308,6208,KH132S,BF2,NO DATA,NO DATA,NO DATA
DRAIN PUMP 435,30,415,52,0,0,1470,KIRLOSKAR,FOOT,6132,6310,LD200LMK11,BF2,NO DATA,NO DATA,NO DATA
SUCTION VALVE OF M31 - 436,4.8,415,15,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,F1000F16A,BF2,NO DATA,NO DATA,NO DATA
SUCTION VALVE OF M32 - 437,4.8,415,15,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,F1000F16A,BF2,NO DATA,NO DATA,NO DATA
AGITATION PUMP 438,4.8,415,15,0,0,48,NO DATA,FLAN,NO DATA,NO DATA,F1000F16A,BF2,NO DATA,NO DATA,NO DATA
AGITATION PUMP 439,0.72,415,1.7,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10,BF2,NO DATA,NO DATA,NO DATA
VALVE ACTUATOR-440,0.27,415,1.7,0,0,0,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
VALVE ACTUATOR-441,0.27,415,1.7,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
VALVE ACTUATOR-442,0.27,415,1.7,0,0,0,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
MECH.NO.443,0.52,415,2,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K60F10A,BF2,NO DATA,NO DATA,NO DATA
MECH.NO.444,0.52,415,2,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K60F10A,BF2,NO DATA,NO DATA,NO DATA
PLENUM VENTILATORS-445,37,415,66,0,0,1470,CROMPTON GREAVE,FOOT,N318,6218,D225S,BF2,NO DATA,NO DATA,NO DATA
COOLING VENTILATOR-455,2.2,415,4.6,0,0,2840,KIRLOSKAR,FOOT,6206,6206,KH100L,BF2,NO DATA,NO DATA,NO DATA
COOLING VENTILATOR-456,2.2,415,4.6,0,0,2840,KIRLOSKAR,FOOT,6206,6206,KH100L,BF2,NO DATA,NO DATA,NO DATA
AIR LIFT VALVE 463,0.72,415,2.3,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10A,BF2,NO DATA,NO DATA,NO DATA
AIR LIFT VALVE 464,0.72,415,2.3,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K15010FA,BF2,NO DATA,NO DATA,NO DATA
GLAND COOLING VALVE 469,0.12,415,0.8,0,0,1400,AUMA,FLAN,NO DATA,NO DATA,MD714/45,BF2,NO DATA,NO DATA,NO DATA
GLAND COOLING VALVE 470,0.12,415,0.8,0,0,1400,AUMA,FLAN,NO DATA,NO DATA,MD714/45,BF2,NO DATA,NO DATA,NO DATA
BOTTOM FLUSHING VALVE 471,0.27,415,1.7,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
BOTTOM FLUSHING VALVE 472,0.27,415,1.7,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
MECH.NO.474,0.72,415,2.3,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10A,BF2,NO DATA,NO DATA,NO DATA
MECH.NO.475,0.72,415,2.3,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F14,BF2,NO DATA,NO DATA,NO DATA
MECH.NO.476,0.72,415,2.3,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10A,BF2,NO DATA,NO DATA,NO DATA
VALVE ACTUATOR-485,0.27,415,1.7,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
DEWATERING PUMP 488,5.5,415,11,0,0,1440,KIRLOSKAR,FOOT,6308,6208,KH132S,BF2,NO DATA,NO DATA,NO DATA
MECH.NO.601,3.7,415,7.9,0,0,1430,CGL,FOOT,6308,6208,ND112M,BF2,NO DATA,NO DATA,NO DATA
MECH.NO.602,3.7,415,7.9,0,0,1430,CGL,FOOT,6308,6208,ND112M,BF2,NO DATA,NO DATA,NO DATA
M-33 DREDGE PUMP MOTOR,630,6600,73,0,0,590,USSR,FOOT,32336,3636,AH2-15-57-10-04,BF2,NO DATA,NO DATA,NO DATA
M-34 DREDGE PUMP MOTOR,630,6600,73,0,0,590,USSR,FOOT,32336,3636,AH2-15-57-10-04,BF2,NO DATA,NO DATA,NO DATA
DEHYDRATOR MOTOR 501,51,220,260,0,0,540,USSR,FOOT,NJ320,NJ320,D810-T2,BF2,NO DATA,NO DATA,NO DATA
SLAG LEVEL GAUGE 502,3.5,220,19.6,0,0,1000,USSR,FOOT,309,309,P-52T4,BF2,NO DATA,NO DATA,NO DATA
GRANULATOR MOTOR 503,2.8,415,8.1,0,0,545,USSR,FOOT,2311,311,AP64-10T2,BF2,NO DATA,NO DATA,NO DATA
VIBRATOR 506,0.74,415,1.35,0,0,2800,ELECTROMAG,FOOT,NO DATA,NO DATA,U6Y,BF2,NO DATA,NO DATA,NO DATA
DEHYDRATOR MOTOR 511,51,220,260,0,0,540,USSR,FOOT,NJ320,NJ320,D810-T2,BF2,NO DATA,NO DATA,NO DATA
SLAG LEVEL GAUGE 512,3.5,220,19.6,0,0,1000,USSR,FOOT,309,309,P-52T4,BF2,NO DATA,NO DATA,NO DATA
GRANULATOR MOTOR 513,2.8,415,8.1,0,0,545,USSR,FOOT,2311,311,AP64-10T2,BF2,NO DATA,NO DATA,NO DATA
VIBRATOR 516,0.75,415,1.35,0,0,2800,ELECTROMAG,FOOT,NO DATA,NO DATA,U6Y,BF2,NO DATA,NO DATA,NO DATA
LIME STIRRER 521,5.5,415,12,0,0,955,NGEF,FOOT,6308,6308,AMW132M26,BF2,NO DATA,NO DATA,NO DATA
LIME STIRRER 522,5.5,415,12,0,0,955,NGEF,FOOT,6308,6308,AMW132M26,BF2,NO DATA,NO DATA,NO DATA
LIME STIRRER 523,5.5,415,12,0,0,955,NGEF,FOOT,6308,6308,AMW132MZ6,BF2,NO DATA,NO DATA,NO DATA
LIME DISTRIBUTION PUMP 524,9.3,415,17.4,0,0,2900,KIRLOSKAR,FOOT,6309,6209,KH160,BF2,NO DATA,NO DATA,NO DATA
LIME DISTRIBUTION PUMP 525,9.3,415,17.3,0,0,2900,KIRLOSKAR,FOOT,6309,6209,KH160,BF2,NO DATA,NO DATA,NO DATA
LIME SUMP PUMP 526,3.7,415,7.4,0,0,2850,KIRLOSKAR,FLAN,6306,6206,BKH112,BF2,NO DATA,NO DATA,NO DATA
LIME SUMP PUMP 527,3.7,415,7.4,0,0,2850,KIRLOSKAR,FLAN,6306,6206,BKH112,BF2,NO DATA,NO DATA,NO DATA
SHUT OF VALVE 528,0.05,415,1,0,0,12,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
SHUT OF VALVE 529,0.05,415,1,0,0,12,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
AGITATION PUMP 531,37,415,65,0,0,1475,KIRLOSKAR,FOOT,6313,6313,LD225SMK11,BF2,NO DATA,NO DATA,NO DATA
AGITATION PUMP 532,37,415,65,0,0,1475,KIRLOSKAR,FOOT,6313,6313,LD225SMK11,BF2,NO DATA,NO DATA,NO DATA
DRAIN PUMP MOTOR 533,5.5,415,12,0,0,1440,KIRLOSKAR,FOOT,6308,6208,KH132S,BF2,NO DATA,NO DATA,NO DATA
DRAIN PUMP MOTOR 534,5.5,415,11,0,0,1440,KIRLOSKAR,FOOT,6308,6308,KH132S,BF2,NO DATA,NO DATA,NO DATA
DRAINAGE PUMP MOTOR 535,30,415,52,0,0,1470,KIRLOSKAR,FOOT,6132,6310,LD200LMK11,BF2,NO DATA,NO DATA,NO DATA
SUCTION VALVE OF M33- 536,4.8,415,15,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,F1000F16A,BF2,NO DATA,NO DATA,NO DATA
SUCTION VALVE OF M34 537,4.8,415,15,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,F1000F16A,BF2,NO DATA,NO DATA,NO DATA
PUMP SUCTION VALVE 538,0.27,415,1.7,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
PUMP SUCTION VALVE 539,0.72,415,2.3,0,0,78,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10,BF2,NO DATA,NO DATA,NO DATA
WATER FEED TO GLANDS-540,0.27,415,1.7,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
WATER FEED TO GLANDS-541,0.27,415,1.7,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
WATER FEED TO GLANDS-542,0.27,415,1.7,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
WATER FEED TO AIR LIFT 543,0.52,415,2,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K60F10A,BF2,NO DATA,NO DATA,NO DATA
WATER FEED TO AIR LIFT 544,0.52,415,2,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K60F10A,BF2,NO DATA,NO DATA,NO DATA
PLENUM VENTILATOR 545,37,415,66,0,0,470,CGL,FOOT,6313,6313,D225S,BF2,NO DATA,NO DATA,NO DATA
COOLING VENTILATOR 555,2.2,415,4.6,0,0,2840,KIRLOSKAR,FLAN,6206,6206,KH100L,BF2,NO DATA,NO DATA,NO DATA
COOLING VENTILATOR 556,2.2,415,4.6,0,0,2840,KIRLOSKAR,FLAN,6206,6206,KH100L,BF2,NO DATA,NO DATA,NO DATA
AIR LIFT VALVE MOTOR 563,0.72,415,2.3,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10A,BF2,NO DATA,NO DATA,NO DATA
AIR LIFT VALVE 564,0.72,415,2.3,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10A,BF2,NO DATA,NO DATA,NO DATA
GLAND COOLING VALVE M33-569,0.12,415,0.8,0,0,1400,AUMA,FLAN,NO DATA,NO DATA,MD71/4/45,BF2,NO DATA,NO DATA,NO DATA
GLAND COOLING VALVE M34-570,0.12,415,0.8,0,0,1400,AUMA,FLAN,NO DATA,NO DATA,MD71/4/45,BF2,NO DATA,NO DATA,NO DATA
BOTTOM FLUSHING VALVE 571,0.27,415,1.7,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
BOTTOM FLUSHING VALVE 572,0.27,415,1.7,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
MECH.NO.574,0.72,415,2.3,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10A,BF2,NO DATA,NO DATA,NO DATA
MECH.NO.575,0.72,415,2.3,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10A,BF2,NO DATA,NO DATA,NO DATA
MECH.NO.576,0.72,415,2.3,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10A,BF2,NO DATA,NO DATA,NO DATA
TRABSFER PUMP 585,72,415,130,0,0,1185,GEC,FOOT,N317,6317,280S,BF2,NO DATA,NO DATA,NO DATA
DISPOSAL PUMP 586,30,415,52,0,0,1470,KIRLOSKAR,FOOT,6132,6310,LD200LMK11,BF2,NO DATA,NO DATA,NO DATA
DISPOSAL PUMP 587,30,415,52,0,0,1470,KIRLOSKAR,FOOT,6132,6310,LD200LMK11,BF2,NO DATA,NO DATA,NO DATA
SUMP PUMP 588,5.5,415,11,0,0,1440,KIRLOSKAR,FOOT,6308,6208,KH132S,BF2,NO DATA,NO DATA,NO DATA
MECH.NO.603,3.7,415,7.9,0,0,1430,CROMPTON GREAVE,FOOT,6306,6206,ND112M,BF2,NO DATA,NO DATA,NO DATA
MECH.NO.604,3.7,415,7.9,0,0,1430,CROMPTON GREAVE,FOOT,6306,6206,ND112M,BF2,NO DATA,NO DATA,NO DATA
SLAG CONVEYOR K-11,30,415,54,0,0,1470,NGEF,FOOT,6313C3,6313C3,AMW200L4,BF2,NO DATA,NO DATA,NO DATA
SLAG CONVEYOR K-12,30,415,54,0,0,1470,NGEF,FOOT,6313C3,6313C3,AMW200L4,BF2,NO DATA,NO DATA,NO DATA
